frame,bg_sampled_mean,bg_fit_min
0,50.022568,39.507996416753386
1,49.86893,39.522388545213026
2,49.728916,39.246932265390576
3,49.68923,39.295750023673385
4,49.689373,39.31037631625491
5,49.76047,39.52629736870415
6,50.02715,39.87121913106703
7,49.64911,39.56500796398724
8,49.82603,39.42901291482044
9,49.813618,39.52209893885257
10,49.77045,39.51343702347546
11,49.488026,39.3089093278269
12,50.069134,40.063060310078306
13,49.76657,39.519966022629475
14,49.85276,39.7211406489463
15,49.764103,39.728447630374184
16,49.757317,39.562481511152264
17,49.736244,39.60971471605932
18,49.760273,39.6200814582911
19,49.512825,39.40889434838389
20,49.748352,39.80726345608533
21,49.993965,39.9014909337633
22,49.59952,39.50878761337647
23,49.68076,39.65777465661898
24,49.52512,39.36454818375931
25,49.875202,39.66081969347648
26,49.701626,39.96612343248056
27,49.33758,39.57559868899728
28,49.51225,39.26186543434549
29,49.70385,39.60062958943383
30,49.482777,39.311715441490655
31,49.638374,39.55933657831856
32,49.648106,39.63563189409837
33,49.627598,39.4343178286829
34,49.603706,39.36403004598451
35,49.746864,39.66311286913312
36,49.68974,39.5167957889156
37,49.70074,39.423055598945176
38,49.482784,39.41063865334178
39,49.473618,39.38970084493066
40,49.656364,39.521102825280636
41,49.543808,39.45067633186204
42,49.48846,39.560871888187755
43,49.601738,39.59190854348579
44,49.589172,39.537607762877585
45,49.1188,39.09262937233892
46,49.623096,39.49495753200898
47,49.572872,39.44145133848795
48,49.79214,39.80601334599154
49,49.42005,39.49847175844627
50,49.814327,39.70801329486036
51,49.496742,39.840255942889314
52,49.343525,39.856254109005135
53,49.425167,39.39257979400468
54,49.57859,39.551682757825574
55,49.47351,39.49359283509728
56,49.39283,39.340176206470304
57,49.43668,39.39162334152698
58,49.43422,39.36656241719146
59,49.560635,39.3845760977123
60,49.461975,39.10861348509158
61,49.55444,39.448290473739746
62,49.513805,39.41384072660727
63,49.32752,39.246695877217974
64,49.362946,39.202264258802664
65,49.238422,39.27292352150161
66,49.752426,39.69300348116026
67,49.631958,39.48825659190813
68,49.323414,39.1565854411354
69,49.778835,39.56981951055597
70,49.47067,39.61645500911335
71,49.528503,39.66243218582626
72,49.23918,39.297152728917496
73,49.344975,39.244638382124634
74,49.336708,39.304702620754306
75,49.453186,39.417243751034015
76,49.451153,39.38169792388828
77,49.360035,39.16717469965723
78,49.48058,39.557779288165385
79,49.51886,39.487901293227125
80,49.465813,39.40798405721735
81,49.444374,39.39013685003802
82,49.476276,39.397701107593655
83,49.575672,39.59786791547645
84,49.37283,39.49828503349199
85,49.42228,39.43729946733103
86,49.225735,39.11920831501771
87,49.541573,39.43643746053058
88,49.200996,39.1580872158949
89,49.4069,39.33650269684397
90,49.28674,39.21628856178377
91,49.422005,39.37060457253786
92,49.26636,39.296729639680294
93,,39.26403182351433
94,,39.176558291586545
95,,39.70600364409874
96,,38.97824143529729
97,,39.39173879947597
98,,39.284469720241184
99,,39.10751747994463
100,,39.2878799994929
101,,39.38645090123062
102,,39.16218109884707
103,,39.15894510932112
104,,39.73248261384793
105,,39.45725678710223
106,,39.08703511685262
107,,39.17927272008624
108,,39.231135032200754
109,,39.46579744273295
110,,39.205669527299186
111,,39.40083774575034
112,,39.60348213186458
113,,39.37606457368494
114,,39.234539288420436
115,,39.18288431619862
116,,39.16257019094939
117,,39.35765549994503
118,,39.38514305209069
