cell_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93
0,-0.0016272843821510204,0.0028699698281495884,-0.007138892703666576,0.0027163598417797017,-0.008047285390098392,0.0033229017397182845,0.008973106622923104,0.0030700878824481887,-0.00402887552465579,-0.0003373299679400138,-0.0019415370188316965,0.007056559380749106,-0.0036458862823487313,-0.0037889644054130895,0.0007298777379869698,-0.007313958814773459,-0.0002922065336574969,0.006151671639981494,0.0014110477448939943,0.0018606386049081062,0.0032826625877763753,0.001564467713269939,-0.079311958336245,-0.09687705729234933,-0.0646748916487017,-0.0034932229861831064,-0.0030232566969437534,-0.005032445440440341,-0.005572796769440918,0.0008664240108899162,0.0019585927783237578,0.0005117178508368261,-0.18323309440078864,-0.1693330586074365,-0.16806032866073783,-0.1592945733501679,-0.1801820282069209,-0.16956862906887527,-0.18472478106713816,-0.17883557312924267,-0.1712146121807547,-0.17374484330448434,-0.18086122950846478,-0.1658649110574076,-0.1816431869715705,-0.1850611785995533,-0.17152753477264174,-0.17844745725313946,-0.1776848244477924,-0.17607361674010363,-0.17023490946275807,-0.16986211073580995,-0.18446998341544232,-0.17642713447044608,-0.17525244451485533,-0.17938834932672698,-0.1791347397438497,-0.1801742513460497,-0.17160102585548392,-0.18046418360305613,-0.1820872879747161,-0.17053919891465544,-0.1789427135594011,-0.18423279310016705,-0.18347478664121536,-0.17691410252143772,-0.17337972237036328,-0.16878879805142968,-0.18249141856444012,-0.17711523910933089,-0.18010207464373404,-0.17831272920432847,-0.18594068580533493,-0.1780064363904234,-0.17495275192131043,-0.17147076889410928,-0.18530719693104447,-0.18708763012662746,-0.1813417645024351,-0.18057572214833648,-0.17569846490349336,-0.17974417216443864,-0.17751717236255762,-0.1821144962304206,-0.17781237591603188,-0.18265401163284944,-0.18291775231352303,-0.19014161010339872,-0.17307153089919858,-0.17689908731263415,-0.1822926075643905,-0.1923086445012225,-0.17327451526483795,-0.17858497568940337
1,-0.020013447170911903,-0.004336691779701746,-0.005229226731096977,-0.0033254156382266043,-0.005788515432786514,0.0055994497839609815,0.010129252077010854,0.004896622818181291,-0.005027101773665726,0.0033533568662332753,-0.0012681114886162542,0.012402367259845982,-0.0017855188987665731,-0.0015413964558666767,0.0009337931377367431,-0.003843593430325649,0.00045790791135370834,0.006283560589978381,0.002950450808474358,0.005152257547189913,0.0025103063077998628,0.008532256267094671,-0.0031813627202649875,-0.04640770860881937,-0.045698403215555676,-0.044568721455528114,-0.03440503776874477,-0.02423418245669227,-0.015038364721094873,-0.007582313524052827,-0.000912904764129669,0.0020013626035543784,0.016489099469366046,-0.019606352158170085,-0.059139797294275084,-0.03927231377013563,-0.050178141350652815,-0.03611305931213398,-0.032470600037016684,-0.014594258515272733,-0.002131285556874271,0.0037889065719121586,3.100247329561501e-05,0.010748232331908926,-0.00614543945105531,-0.006761273982625919,0.007821997763978414,0.003362538167353536,0.00165186611829083,0.004755739308760473,0.01372502456002299,0.010109969497350527,-0.003939795919386722,0.0021753448017946308,-5.256728593085545e-05,0.0012623000593072766,0.0020500404591882898,-0.005871463823741602,0.00849623498309029,-0.002551964734363485,-0.0059762367755450295,0.009414436318289462,0.0019660207991075403,-0.011728749357624373,-0.0088493986351204,0.0009811065990949807,0.00309110765668044,0.0063284343277770815,-0.004553107736195881,-0.003610357842733472,-0.004031753851330089,-0.003853977930435276,-0.009819462641657601,-0.0005011268151563446,0.00134852052973905,-0.000998175611251136,-0.008328634732785459,-0.010642402485371669,-0.0025395195146955185,-0.007865575057161301,-0.0023174967821655134,-0.008873173039910484,-0.0024409731733715844,-0.004652221600659878,0.0032718877896001676,-0.006100956943961723,-0.0044656495967364766,-0.015862368228204898,-0.0026224695412423974,-9.451804168376053e-05,-0.0015875274224019763,-0.017240526771300273,0.003926557304892248,-0.004776509170931565
2,-0.007825687465539969,0.0066458313636684795,-0.00291503717700115,0.007995860673982294,-0.0007313232759697183,0.007433141408490247,0.004252531900564637,0.00397619006389579,-0.00893826119052354,0.005062610956248038,-0.002176597924489136,0.010988388438315235,-0.010259833008399302,-0.0017994738511144927,-0.00010801155934133622,-0.005314819093692241,-0.006422896881509248,0.002672978907542231,0.0003511435368935125,-0.0028867358220214644,-0.0017470901659375918,-0.004015790432768598,-0.11823632951172469,-0.11951697929078602,-0.0824394982333321,-0.08464946235084224,-0.0735514759445108,-0.06130087375057772,-0.049202059288879565,-0.038130262530691,-0.0441683993188465,-0.03349815958722169,-0.017837676315532004,-0.018299662169226613,-0.09145290738132063,-0.07200896260838295,-0.04857214490330262,-0.05313315695091123,-0.060795003525772,-0.046858134964407244,-0.0406168826913352,-0.03445814305898421,-0.03486308878071435,-0.02440414712413367,-0.03408920270438932,-0.035748131570033544,-0.02295885863855271,-0.0315826327465761,-0.02517537850343083,-0.02766784055643421,-0.020147249776580757,-0.017295513023846642,-0.03346829209715232,-0.02468584010308071,-0.026381294451925722,-0.0267220982512041,-0.02807575013753843,-0.03296757036374865,-0.023769123644805597,-0.02591964675986089,-0.030557124574863218,-0.020909034601373184,-0.02392894937100966,-0.034804501001300094,-0.034348190312226946,-0.027184710646284613,-0.023314833194295417,-0.01853591210706437,-0.031174238936128747,-0.029014932997176418,-0.024596568224418178,-0.03380923797186842,-0.035219845371877216,-0.02863284519719254,-0.027254667294148063,-0.027041733067806176,-0.03076926611719065,-0.03584858324484599,-0.03154995938429061,-0.030523532806879087,-0.03284380305103103,-0.03307601966857651,-0.02914866915588976,-0.03533293592823372,-0.026794517847198496,-0.031881258529497324,-0.033965946988623825,-0.04052118485377906,-0.026764559748806264,-0.03142023888639365,-0.034148601472529856,-0.047088421574510465,-0.023864473769888664,-0.03559973566482819
3,-0.02126128488290882,-0.003775462856600181,3.9501273884621756e-05,0.0035247737221038014,-0.008299709155557526,0.0006577644341131488,0.008397296282480846,0.00596788058854286,0.0015049884680569654,0.0007285398571597692,-0.0022795982134966803,0.013539974970604544,-0.0056127296997587756,-0.000903459813397365,0.004597039763417876,-0.01147949909019668,-0.006431067839165006,0.011103926429642887,0.0053668673186791915,0.004614258442392,0.0018084011063045661,0.00110016905851208,0.013840063168907563,0.005088373721302895,0.008725825064304454,-0.0029263815308115384,-0.01164983073327463,-0.010998539938045445,-0.007761520254619169,-0.00013614948327205233,-0.0010971897076870374,0.0020868153488552525,0.015912335913189638,0.03408500747634011,-0.005845935132049948,0.008039828427731656,-0.005089431999908968,-0.004015408281011998,-0.00762087092073196,-0.006063814829807211,0.006071992805478971,0.006118643637202795,-0.003244745276215563,0.009449196756241618,0.0007437525951955022,-0.008005434594133474,-0.0034389958240915825,0.003610468652157076,-0.002080824005809269,-0.0034145318337731887,0.004226883669823978,0.0021744551241357052,-0.008083038282574515,-0.005386779744354523,-0.004466252572957598,-0.0040839900414844895,-0.003366815555614754,-0.010545452834416052,0.0027876065022874037,-0.003995320687066276,-0.010822816295435283,-0.0015845737346211715,-0.0013608662526420762,-0.015449499344705447,-0.014923551930321551,-0.004535955429315504,-0.0012764154154065392,0.004779905491862451,-0.012125251281050808,-0.006620458410229538,-0.007443772698309552,-0.00616399458070308,-0.017341997046760104,-0.007828716308379466,0.00017483166120035404,-0.004093256750274565,-0.013123428636878643,-0.011249868591374295,-0.004679274529398232,-0.016800859337801045,-0.010618768840026445,-0.009906537207855719,-0.0033022230192990987,-0.007154475412742959,-0.00024758997644869175,-0.008201468269882798,-0.011754466967988389,-0.0253612546419628,-0.00993633211546768,-0.01121900075751435,-0.014480712222938421,-0.024393801924406683,-0.0012084674239299497,-0.018146069409963272
4,0.00014799614354878683,0.0006694730270056505,-0.004382899711349036,0.0064135305046657725,-0.00719155780892076,0.0032713324888505213,0.005630342368157285,0.0013080957583040138,-0.00570293455647056,0.0009808753456191646,-0.0015731903148317658,0.009284604391697973,-0.0067910862681789565,-0.0035710750235740307,0.002926163030115672,-0.004327390134039523,-0.003005040470469793,0.004527310213542064,0.001123370444331511,0.0002620805719995869,0.004061219921371831,-0.0010244491874164246,-0.08915216716477886,-0.081431110775839,-0.050732903054845915,0.0016082976855819708,0.0007115553463833712,-0.002422934902132493,-0.0005321610972788027,0.0035176166636004132,-0.0007765752800098612,0.007925309636429024,-0.11097309123741306,-0.09694313904690871,-0.09821810718135784,-0.0950376540117322,-0.1113590328401521,-0.09762626522998447,-0.10743932671537154,-0.11443879855351588,-0.102617562854944,-0.1069440870884085,-0.11026073935012527,-0.1034970531084848,-0.11716425624533992,-0.12040588593106918,-0.10341316334752332,-0.10729509961612577,-0.11059559654496492,-0.1080305507784248,-0.10759607356760358,-0.10128724412174823,-0.11564914307323541,-0.10927820397525272,-0.1114220182832012,-0.1112779484169142,-0.11312204866784896,-0.11434874956300385,-0.10059812357920406,-0.11513759126921644,-0.11929563951236062,-0.10213780223476236,-0.11392678849402456,-0.11780882086661618,-0.12075692756826717,-0.11023889883420539,-0.10574149723405778,-0.10335993568727556,-0.12063814643344774,-0.11200279470922501,-0.11299445557012198,-0.11764989294060005,-0.12588293599022998,-0.11316315723611219,-0.11182016056670858,-0.11373718750246742,-0.11910089403655942,-0.11969986415002687,-0.11560578966733899,-0.11805519950915801,-0.1136541838567414,-0.1154834081119104,-0.11713220510028957,-0.11940103419773912,-0.10984513906618736,-0.11780618651096018,-0.11959352756899877,-0.12448670825702,-0.11142554764994787,-0.11214634515247603,-0.12439737525301243,-0.13338752788632746,-0.10941069261452499,-0.11725854376765231
5,-0.024485280225533784,-0.005376702928423684,-0.0011107766252534575,0.0010308196134267704,-0.006546389751139493,0.008259720046732057,0.009171452778108236,-0.002372951377573072,-0.0010092096948509106,0.007717437449750588,0.003614146211998415,0.009027831144686188,-0.00529451073652974,-0.0025631478735259907,0.0018265979245754044,-0.009548218986349315,-0.0022870090333862113,0.006595745084139816,0.0020849508571639205,0.011265496121987432,-0.0031476416061487164,0.006954088987927016,0.011520222402116148,-0.005840060093390142,-0.014640237924708364,-0.031202995687141764,-0.018082312445872994,-0.0188582236770113,-0.01233066633503922,-0.010519566427595797,-0.00459614351710409,-0.0056888066271667285,0.01653893229292658,0.006536271086044658,-0.045329189330466216,-0.023695623780506766,-0.042868585422317425,-0.03549504622533401,-0.03192417257938511,-0.017404436115356105,-0.0007182014040281873,0.007729137464807045,-0.00023039595180516012,0.019424132233822014,-0.0009344136267036329,-0.006051008592967099,0.002997231196128832,0.003911811876918904,0.0019093439972951002,-0.000452990387855577,0.006793587872045343,0.004832568401040132,-0.007829765498778288,-0.005397379596286401,-0.0035861974280452305,-0.012022030500783426,-0.004743727955940475,-0.012770195051348503,-0.005164281104320701,-0.006443151545295062,-0.01550716033441238,0.0013608187130692644,-0.008284765958437095,-0.013866103300865972,-0.01800115426468434,-0.009752951364524406,-0.0036095839273381732,-0.0010632526250330826,-0.012640712208090077,-0.018575655433164657,-0.015286181222485318,-0.01691573164878239,-0.021179264906955854,-0.011978595271734567,-0.018189796431949713,-0.00869424062926631,-0.02177931958274072,-0.024051845389775655,-0.009468278546426236,-0.021179979659762004,-0.015809893977926977,-0.018265318704691814,-0.013603814172050338,-0.014299944377885345,-0.006485534214695959,-0.02022236357372445,-0.011006639719147079,-0.03270374877229056,-0.01307633408981903,-0.013657205825685782,-0.01717240816665977,-0.029798061641893418,-0.011617661766474064,-0.016861666373558824
6,0.00100391661932366,0.013548481857450157,0.0049312423066090565,0.006011642078237725,-0.003081351436032116,0.003215366086547617,0.0046716489334434255,0.002355450231716577,-0.004355245635018828,0.001177703784703755,-0.008008185037665918,0.009407026652900833,-0.012522178838722304,-0.003740790496098235,-0.0028009059186696163,-0.01042892076164808,-0.001659341329006205,0.004923711402102889,-0.0020306551504233367,-0.0026186153497468087,-0.003790743394345467,0.005019071080132746,-0.017403323425992743,-0.010840191425942513,0.006470278218809539,-0.008476960200452677,-0.015000822543526745,-0.017120752067374647,-0.01429013364861654,-0.014261676642063886,-0.01842404777168968,-0.010401274355492002,-0.0021057827355803675,0.019018502466331307,0.005352823300354265,0.01732967283020075,-0.00023533340551808838,1.55927882076481e-05,-0.016139606166494604,-0.01098506687049216,-0.007799962743276424,-0.003337582914537998,-0.012948409870949888,-0.001287160805855025,-0.017613621369942933,-0.015705253074573548,-0.006409758863071472,-0.014898729860067933,-0.01730136496104591,-0.012309320418394953,0.004301599866835436,-0.0035353656071316695,-0.02472445585352033,-0.011214830482864117,-0.013752366890066314,-0.017394019189525996,-0.021891499401176122,-0.02265221297906012,-0.01021102806742955,-0.018015486659215207,-0.022818718366340855,-0.01074146982793171,-0.016137506398104268,-0.025631904175817073,-0.02413803001365163,-0.014818118134671295,-0.010670221118099928,-0.006892743841820457,-0.015563106109257081,-0.013920860360487312,-0.019661108388747534,-0.02190505863494377,-0.025429637803223656,-0.019278956821988297,-0.012779447731232053,-0.019369729112030137,-0.02370546067369745,-0.029633508311709723,-0.02537847104820376,-0.024988609492986036,-0.017676130561967696,-0.02330432194758425,-0.023375170487349908,-0.021229520496451472,-0.015477798880327553,-0.027627458862162654,-0.022706285295773232,-0.03650003761807314,-0.014971035514931405,-0.017634601840122093,-0.02521743290334825,-0.0374750608105189,-0.009845146223434291,-0.025062179467277807
7,-0.016429891243258655,-0.0008421477848488606,0.004817580596481041,-0.002218366935750473,-0.008602289778602053,0.006353751371984791,0.009212474976091175,0.0059040772559362745,-0.0023998948588498516,0.0036588442849092703,0.0022938172742533835,0.010468467552324834,-0.007248397785839633,7.208013615623531e-05,-0.002974777240158801,-0.0075904887894383734,-0.0023062589348402307,0.0031396824347576374,0.003169325967006179,0.0015224115016868127,0.004272559524760354,0.009112117357394194,-0.0010142617589206802,-0.036521024150794425,-0.03019536956967838,-0.028914822654426565,-0.029400223068768456,-0.021748047145114118,-0.013497710319828327,-0.008064722645424264,-0.007972404329900984,-0.0019250674946545497,0.007991601526876037,0.01286490648370629,-0.034573619212624626,-0.017903190623155388,-0.03450169607569775,-0.02756164502221759,-0.028560886525421953,-0.019365597067583,-0.009510999054242335,-0.0053778635746348545,-0.010733021626012506,0.0033083891122476982,-0.014566360117962435,-0.009438888044967498,0.000982171920707324,-0.00648640308770525,-0.004508270658073846,-0.0036694828055355688,0.006831911798941718,0.007575752252094107,-0.012354362914356473,-0.00572412928411634,-0.006788148673326207,-0.006532903868716182,-0.007921850998832757,-0.007473278714596896,0.002083399571107466,-0.007194239642323028,-0.01050286943059347,0.005353226692349257,0.00022276531236188228,-0.014055448355237126,-0.013093093853361092,-0.003993419062004355,-0.0013274869872242385,0.002256894108098856,-0.011600069941928534,-0.004906949804598763,-0.010212119397054176,-0.01344808605755616,-0.013416276949645105,-0.006881063879763607,-0.005163188604732847,-0.008111810426454487,-0.010656783326062734,-0.01947247915965261,-0.008845366279745942,-0.010890511546935964,-0.006313803758706785,-0.013645051774153821,-0.01104379400847614,-0.006890734017693594,-0.00548262505184855,-0.012119197296509687,-0.01005522330323043,-0.020283868736269372,-0.0030955235683430135,-0.007304480537601131,-0.011369666544274072,-0.023440636959719215,-0.00170887455144885,-0.011319874628608225
8,0.0003373880144497077,-0.0006314195274584566,0.0008511974485896645,0.0007329155929049328,0.002284285707644001,0.004535904600805023,0.006489970183681673,0.0004790229347817235,-0.002386477308013047,2.407760516406708e-05,-0.0010480892071374718,0.00025347826195309904,-0.006357805089616054,-0.004941126949303094,0.001323592190432397,-0.003564760626251926,-0.006447726625882849,0.001018878916771865,0.004612565390901967,0.002434128485582047,0.0033139223749823546,-0.0068398721668921116,-0.16345110908098795,-0.16974391099752129,-0.1172464199317734,-0.031379564237834,-0.010131669083026065,-0.007057171344973097,-0.008253297596276781,-0.003010471534590063,0.002089349568880704,-0.0006067219978956566,-0.20015442250901208,-0.19012932608620364,-0.19930704277236028,-0.18632945637790943,-0.2016029047792283,-0.1934766293382403,-0.21009025528110062,-0.20522428949274216,-0.19555237347079113,-0.20152052653722316,-0.2020449334412918,-0.1911082857999989,-0.20691961806006862,-0.20604770221784474,-0.20137169185507256,-0.20253526581185272,-0.2001937801131329,-0.20012534122002565,-0.19619485955815857,-0.19726820498213113,-0.20546178660594067,-0.20346312756688487,-0.19906266580730383,-0.20080130581907846,-0.20363416070982712,-0.2054619570052512,-0.1954581128146978,-0.20320642514765488,-0.21255785131804292,-0.19984726673064976,-0.1978216436417831,-0.20512032421901102,-0.2062371967451891,-0.20248214822168312,-0.1960154821904668,-0.19366577335391882,-0.2037602881852561,-0.20274287656808876,-0.2057183600116494,-0.20682769658956499,-0.2076957010851589,-0.20484130058624425,-0.20132426824221225,-0.20124643433160833,-0.21061900968201597,-0.20494184649830272,-0.20391883450557,-0.20310360433962285,-0.20291262211063552,-0.2018719458389154,-0.20464152243832973,-0.20249935071927064,-0.19863878824680928,-0.20532764465762715,-0.1976037398100921,-0.21637310237192364,-0.19659432572193386,-0.20271509527267254,-0.20030552993650905,-0.21809784087436995,-0.19876707719565248,-0.21162516866594547
9,-0.015548504937075502,0.00033340421512315554,0.006185530530983324,0.0011108547912866964,-1.3974859158892071e-05,0.010045685652384489,0.008709604355356386,0.00765888614023955,-0.007125252057440511,0.00022820375875944022,-0.008166249630001116,0.009214735368440016,-0.012617906857466376,0.009168422446528521,-0.0027603074488196768,0.0015207154314225075,-0.005549837053798918,0.003163300201332311,-0.0051138131302682546,-0.00044349691782643035,-0.008802797428885973,0.0014039368264622684,0.005576677266785283,-0.0009962111331837857,-0.001201579848854693,-0.016948286352557247,-0.014515806189380332,-0.011030349374494184,-0.006041565090534309,-0.0022533157024695128,-0.0046068014733081615,-0.01011807338088678,0.008832625852207376,0.020640352203571456,-0.024137540707681523,-0.011448450567896251,-0.02495857094407084,-0.025320697583223622,-0.021587221162604465,-0.021405620051274558,-0.01089046526403478,0.0029554173582364974,-0.004724485971009594,0.005721164962600731,-0.010996281724528125,-0.013568900895553833,0.010115092180829644,-0.006367330051771264,-0.0060020383172776325,-0.0014799394773329637,0.006568893249627106,-0.002398942257034035,-0.011739212545815407,-0.007228001063156079,-4.8177809788197086e-05,-0.008404906667613397,-0.01027920484389216,-0.00822643332941721,0.002225667780037897,-0.015447885822271381,-0.015609560895151047,-0.00028142999494585897,-0.004722064452773235,-0.02094946751645892,-0.017143325821887673,-0.012916465331683035,-0.0015296109421097683,-0.004338893768331576,-0.012270807613684912,-0.01168759206979476,-0.008571533903338896,-0.013650109099792107,-0.022932855983660527,-0.007265936552412111,-0.013223463186409224,-0.007394513882993145,-0.018256564943321372,-0.01939461657083837,-0.010019428997175903,-0.015191610539696566,-0.011309021201013876,-0.018421344636474452,-0.004756308672087866,-0.013915957528895028,-0.00948194028251677,-0.018073246887607267,-0.014540029010646799,-0.029484202085844628,-0.013933079079317488,-0.009749729829871032,-0.012058075915754614,-0.03162930661387906,-0.007060963902858133,-0.009082878438791561
