frame,minutes,is_stim_onset,in_analysis_window
0,0.0,False,True
1,0.18333333333333332,False,True
2,0.5166666666666667,False,True
3,0.8333333333333334,False,True
4,1.1666666666666667,False,True
5,1.5,False,True
6,1.8333333333333333,False,True
7,2.15,False,True
8,2.4833333333333334,False,True
9,2.8,False,True
10,3.1333333333333333,False,True
11,3.45,False,True
12,3.783333333333333,False,True
13,4.1,False,True
14,4.416666666666667,False,True
15,4.733333333333333,False,True
16,5.05,False,True
17,5.383333333333334,False,True
18,5.716666666666667,False,True
19,6.033333333333333,False,True
20,6.366666666666666,True,True
21,6.7,False,True
22,7.016666666666667,False,True
23,7.383333333333334,False,True
24,7.7,False,True
25,8.033333333333333,False,True
26,8.333333333333334,False,True
27,8.666666666666666,False,True
28,8.983333333333333,False,True
29,9.3,False,True
30,9.633333333333333,False,True
31,9.95,False,True
32,10.3,False,True
33,10.616666666666667,False,True
34,10.95,True,True
35,11.283333333333333,False,True
36,11.6,False,True
37,11.916666666666666,False,True
38,12.25,False,True
39,12.566666666666666,False,True
40,12.883333333333333,False,True
41,13.2,False,True
42,13.516666666666667,False,True
43,13.85,False,True
44,14.166666666666666,False,True
45,14.483333333333333,False,True
46,14.816666666666666,False,True
47,15.133333333333333,False,True
48,15.466666666666667,False,True
49,15.783333333333333,True,True
50,16.116666666666667,False,True
51,16.433333333333334,False,True
52,16.766666666666666,False,True
53,17.083333333333332,False,True
54,17.4,False,True
55,17.733333333333334,False,True
56,18.066666666666666,False,True
57,18.383333333333333,False,True
58,18.7,False,True
59,19.016666666666666,False,True
60,19.333333333333332,False,True
61,19.666666666666668,False,True
62,20.0,False,True
63,20.316666666666666,False,True
64,20.633333333333333,False,True
65,20.95,False,True
66,21.266666666666666,False,True
67,21.6,True,True
68,21.933333333333334,False,True
69,22.25,False,True
70,22.583333333333332,False,True
71,22.9,False,True
72,23.233333333333334,False,True
73,23.583333333333332,False,True
74,23.883333333333333,False,True
75,24.2,False,True
76,24.5,False,True
77,24.816666666666666,False,True
78,25.116666666666667,False,True
79,25.433333333333334,False,True
80,25.766666666666666,False,True
81,26.1,False,True
82,26.4,False,True
83,26.716666666666665,False,True
84,27.016666666666666,False,True
85,27.333333333333332,False,True
86,27.65,False,True
87,27.966666666666665,False,True
88,28.283333333333335,False,True
89,28.6,False,True
90,28.916666666666668,False,True
91,29.233333333333334,False,True
92,29.566666666666666,False,True
93,29.883333333333333,False,True
94,30.2,False,False
95,30.533333333333335,False,False
96,30.85,False,False
97,31.166666666666668,False,False
98,31.483333333333334,False,False
99,31.833333333333332,False,False
100,32.15,False,False
101,32.5,False,False
102,32.81666666666667,False,False
103,33.15,False,False
104,33.46666666666667,False,False
105,33.78333333333333,False,False
106,34.1,False,False
107,34.43333333333333,False,False
108,34.75,False,False
109,35.06666666666667,False,False
110,35.38333333333333,False,False
111,35.7,False,False
112,36.03333333333333,False,False
113,36.35,False,False
114,36.666666666666664,False,False
115,36.983333333333334,False,False
116,37.3,False,False
117,37.63333333333333,False,False
118,37.96666666666667,False,False
119,38.28333333333333,False,False
120,38.6,False,False
121,38.93333333333333,False,False
122,39.25,False,False
123,39.56666666666667,False,False
124,39.88333333333333,False,False
125,40.21666666666667,False,False
126,40.53333333333333,False,False
127,40.85,False,False
128,41.166666666666664,False,False
129,41.483333333333334,False,False
130,41.81666666666667,False,False
131,42.13333333333333,False,False
132,42.45,False,False
133,42.766666666666666,False,False
134,43.083333333333336,False,False
135,43.4,False,False
136,43.733333333333334,False,False
137,44.05,False,False
138,44.38333333333333,False,False
139,44.7,False,False
140,45.016666666666666,False,False
141,45.35,False,False
142,45.666666666666664,False,False
143,46.0,False,False
144,46.31666666666667,False,False
145,46.63333333333333,False,False
146,46.95,False,False
147,47.266666666666666,False,False
148,47.583333333333336,False,False
149,47.9,False,False
150,48.21666666666667,False,False
151,48.55,False,False
152,48.86666666666667,False,False
153,49.18333333333333,False,False
154,49.5,False,False
155,49.81666666666667,False,False
156,50.15,False,False
157,50.46666666666667,False,False
158,50.78333333333333,False,False
159,51.1,False,False
160,51.416666666666664,False,False
161,51.733333333333334,False,False
162,52.05,False,False
163,52.36666666666667,False,False
164,52.68333333333333,False,False
165,53.016666666666666,False,False
166,53.333333333333336,False,False
167,53.65,False,False
168,53.96666666666667,False,False
169,54.28333333333333,False,False
170,54.6,False,False
171,54.95,False,False
172,55.266666666666666,False,False
173,55.61666666666667,False,False
174,55.93333333333333,False,False
175,56.25,False,False
176,56.583333333333336,False,False
177,56.9,False,False
178,57.21666666666667,False,False
179,57.53333333333333,False,False
180,57.85,False,False
181,58.166666666666664,False,False
182,58.483333333333334,False,False
183,58.8,False,False
184,59.11666666666667,False,False
185,59.43333333333333,False,False
186,59.75,False,False
187,60.06666666666667,False,False
188,60.38333333333333,False,False
189,60.71666666666667,False,False
190,61.016666666666666,False,False
191,61.35,False,False
192,61.65,False,False
193,61.983333333333334,False,False
194,62.3,False,False
195,62.6,False,False
196,62.93333333333333,False,False
197,63.25,False,False
198,63.56666666666667,False,False
199,63.88333333333333,False,False
200,64.2,False,False
201,64.53333333333333,False,False
202,64.85,False,False
203,65.16666666666667,False,False
204,65.48333333333333,False,False
205,65.8,False,False
206,66.13333333333334,False,False
207,66.45,False,False
208,66.76666666666667,False,False
209,67.08333333333333,False,False
210,67.38333333333334,False,False
211,67.7,False,False
212,68.03333333333333,False,False
213,68.35,False,False
214,68.66666666666667,False,False
215,68.98333333333333,False,False
216,69.31666666666666,False,False
217,69.63333333333334,False,False
218,69.95,False,False
219,70.26666666666667,False,False
220,70.58333333333333,False,False
