frame,bg_sampled_mean,bg_fit_min
0,34.563984,26.744724624256648
1,34.712093,26.763211887704475
2,34.88342,27.05298064248484
3,34.57141,26.8401354117846
4,34.505985,26.942817913953846
5,34.520668,27.0604969446631
6,34.515423,27.039190287742525
7,34.47353,26.99885048537566
8,34.478577,27.01290411210146
9,34.459812,27.014732826304932
10,34.12078,26.772708684200477
11,34.31828,26.845591398642167
12,34.141994,26.618776971319456
13,34.136497,26.646337207818
14,34.2222,26.881223993235604
15,34.332867,26.942611712777868
16,34.25505,26.76022731747748
17,34.373123,27.103926358010998
18,34.389473,26.96246088249865
19,34.58106,27.08654646068393
20,34.50727,27.027072379976033
21,34.53216,27.068566155213794
22,34.038784,26.486989592543527
23,34.27991,26.65935742174713
24,34.198574,26.519955083792805
25,34.16175,26.69923995315832
26,34.233624,26.76707131224436
27,34.258804,26.938906722869387
28,34.318733,27.047612560311702
29,34.328003,26.86446133642343
30,34.0641,26.427474136165447
31,34.34499,26.6341785746135
32,34.222965,26.66459700151764
33,34.32548,26.900228958267213
34,34.30589,26.648620959760837
35,33.974873,26.601802280207274
36,34.446503,27.01167229327274
37,34.183884,26.831640487155077
38,34.047268,26.63379502780287
39,34.324432,26.827277995286916
40,34.320515,26.781932657112904
41,34.298622,26.854398984496804
42,33.989063,26.6245527724315
43,34.16652,26.75161551413704
44,34.330025,26.975682591015875
45,33.865433,26.36160531392102
46,34.297554,26.812612703356944
47,34.275284,26.862257828304106
48,34.29125,26.858449304125422
49,34.168343,26.724665772734443
50,34.259384,26.836208183507924
51,34.1665,26.798986187746202
52,34.167995,26.664509952371255
53,34.029793,26.62912248899674
54,34.160572,26.82964078216672
55,34.13761,26.584216019210196
56,34.175743,26.855548039801175
57,34.142586,26.665751319154136
58,34.239365,26.749181154159622
59,34.164516,26.560880684210723
60,34.11394,26.693078058370467
61,34.040855,26.64713456660402
62,34.01311,26.524113733126832
63,34.186684,26.769632255621232
64,34.17871,26.82733116080087
65,34.272175,26.814688974355597
66,34.331703,26.752410900413146
67,34.217148,26.656006567512158
68,34.225513,26.71294771346228
69,34.191578,26.69426325296589
70,34.00951,26.57318232556227
71,34.322166,26.592794367680103
72,34.149082,26.441865412781997
73,34.201714,26.630465230365658
74,34.06836,26.642813535269994
